k,coef,se,period,n_cells,n_clusters,subset
8,0.020214358656772284,0.020022085076356208,2024Q4,16560.0,261.0,young
9,0.024978869471498754,0.021801094958271903,2025Q1,16560.0,261.0,young
10,0.018464315231832524,0.021746818575834107,2025Q2,16560.0,261.0,young
11,0.032940999039551964,0.021037505073384255,2025Q3,16560.0,261.0,young
12,0.039169567488512164,0.022029715656191023,2025Q4,16560.0,261.0,young
13,0.034968072911167145,0.01910286076692867,2026Q1,16560.0,261.0,young
14,0.017190308356918794,0.022082515348010423,2026Q2,16560.0,261.0,young
-3,-0.003969982246291124,0.010105863842420086,2022Q1,22734.0,433.0,older
-2,0.006700943149585808,0.00913878510542847,2022Q2,22734.0,433.0,older
-1,0.005061958242002938,0.007678352485509812,2022Q3,22734.0,433.0,older
0,0.0,0.0,2022Q4,,,older
1,-0.0004102699045093157,0.009140367766302891,2023Q1,22734.0,433.0,older
2,0.0006636087085616164,0.009119493597938576,2023Q2,22734.0,433.0,older
3,0.00520101406618926,0.010101603743507184,2023Q3,22734.0,433.0,older
4,0.005937230581790991,0.011757068513159582,2023Q4,22734.0,433.0,older
5,0.018812602635139078,0.0129593033232119,2024Q1,22734.0,433.0,older
6,0.02351769171555455,0.013711746292074847,2024Q2,22734.0,433.0,older
7,0.02059389405283123,0.013561912595527468,2024Q3,22734.0,433.0,older
8,0.027428083414874026,0.013717559836198285,2024Q4,22734.0,433.0,older
9,0.0430397655371711,0.014819405112147238,2025Q1,22734.0,433.0,older
10,0.051920562737018894,0.016767679379366667,2025Q2,22734.0,433.0,older
11,0.042197566202363396,0.01888686869651061,2025Q3,22734.0,433.0,older
12,0.05049722027349534,0.019036619304534392,2025Q4,22734.0,433.0,older
13,0.05760403458539633,0.020370222045373813,2026Q1,22734.0,433.0,older
14,0.050983714440249656,0.020538464715395395,2026Q2,22734.0,433.0,older
-3,0.007391316265643341,0.03280568207373132,2022Q1,2376.0,31.0,country_ARG
-2,0.10986059361705143,0.02972475032040235,2022Q2,2376.0,31.0,country_ARG
-1,0.06219369166631787,0.048172461216057054,2022Q3,2376.0,31.0,country_ARG
0,0.0,0.0,2022Q4,,,country_ARG
1,0.03740222394103755,0.02663045575715507,2023Q1,2376.0,31.0,country_ARG
2,0.03645814421512366,0.0321673264827033,2023Q2,2376.0,31.0,country_ARG
3,0.03437475765491023,0.038700432696116095,2023Q3,2376.0,31.0,country_ARG
4,0.025807744456445708,0.029383104045775724,2023Q4,2376.0,31.0,country_ARG
5,0.06316007907488072,0.04465439948258855,2024Q1,2376.0,31.0,country_ARG
6,0.06288500370834953,0.03426631582988256,2024Q2,2376.0,31.0,country_ARG
7,0.05132610744443665,0.04145826351146025,2024Q3,2376.0,31.0,country_ARG
8,0.06952562835687849,0.040083743079599395,2024Q4,2376.0,31.0,country_ARG
9,0.07257685697728794,0.05036691456554069,2025Q1,2376.0,31.0,country_ARG
10,0.1079508583157702,0.06770561315720366,2025Q2,2376.0,31.0,country_ARG
11,0.10955686883827064,0.05421387306650811,2025Q3,2376.0,31.0,country_ARG
12,0.02659129389896757,0.05561078807823117,2025Q4,2376.0,31.0,country_ARG
13,0.08068342985094536,0.05598213174343951,2026Q1,2376.0,31.0,country_ARG
14,0.04486140038725285,0.02167061946546142,2026Q2,2376.0,31.0,country_ARG
-3,-0.009194203521078552,0.012842093415219026,2022Q1,12240.0,111.0,country_BRA
-2,-0.012787485667446231,0.009882617423947436,2022Q2,12240.0,111.0,country_BRA
-1,-0.0008735390921526862,0.00788780067895398,2022Q3,12240.0,111.0,country_BRA
0,0.0,0.0,2022Q4,,,country_BRA
1,0.008197013877246036,0.010269248582361707,2023Q1,12240.0,111.0,country_BRA
2,-0.004708986360925155,0.012837140638634472,2023Q2,12240.0,111.0,country_BRA
3,0.004886915645774552,0.013525175502197357,2023Q3,12240.0,111.0,country_BRA
4,0.014032314997077236,0.01676636625642094,2023Q4,12240.0,111.0,country_BRA
5,0.025643950875740357,0.018844406123711074,2024Q1,12240.0,111.0,country_BRA
6,0.021669878146514086,0.019265589220010242,2024Q2,12240.0,111.0,country_BRA
7,0.017610521263533182,0.019456694996087296,2024Q3,12240.0,111.0,country_BRA
8,0.029783368592310937,0.02129564026193716,2024Q4,12240.0,111.0,country_BRA
9,0.05701393121237441,0.022088776223858755,2025Q1,12240.0,111.0,country_BRA
10,0.05232859880708667,0.02693338542207948,2025Q2,12240.0,111.0,country_BRA
11,0.041399786221649706,0.029672396757033103,2025Q3,12240.0,111.0,country_BRA
12,0.06923179137827033,0.030272874737270018,2025Q4,12240.0,111.0,country_BRA
13,0.06525976516649845,0.030167340210749325,2026Q1,12240.0,111.0,country_BRA
14,0.05563111640148471,0.03323144338784962,2026Q2,12240.0,111.0,country_BRA
-3,-0.009243616789473946,0.04020983728486189,2022Q1,8892.0,101.0,country_COL
-2,0.025448351866671274,0.031935937042586356,2022Q2,8892.0,101.0,country_COL
-1,-0.017706704340788904,0.02594604558336775,2022Q3,8892.0,101.0,country_COL
0,0.0,0.0,2022Q4,,,country_COL
1,-0.04089700167586845,0.03240300199345104,2023Q1,8892.0,101.0,country_COL
2,-0.016309440530028488,0.03104171541946463,2023Q2,8892.0,101.0,country_COL
3,-0.0009258526290800022,0.03200282544532695,2023Q3,8892.0,101.0,country_COL
4,-0.025339321538356628,0.02767766998426725,2023Q4,8892.0,101.0,country_COL
5,-0.03772415576848971,0.03195903390543388,2024Q1,8892.0,101.0,country_COL
6,-0.014109427290058665,0.03924177263974544,2024Q2,8892.0,101.0,country_COL
7,0.009898770073569244,0.041233584700672746,2024Q3,8892.0,101.0,country_COL
8,-0.019711917066743325,0.036567079415293004,2024Q4,8892.0,101.0,country_COL
9,-0.05377628401780568,0.03513431290381669,2025Q1,8892.0,101.0,country_COL
10,-0.023984524192066425,0.04191452716672778,2025Q2,8892.0,101.0,country_COL
11,-0.031378364676621084,0.051159990722056986,2025Q3,8892.0,101.0,country_COL
12,-0.054063504488737105,0.04178706734843391,2025Q4,8892.0,101.0,country_COL
13,0.009197501335878938,0.04180979424241472,2026Q1,8892.0,101.0,country_COL
14,-0.011362021784599968,0.04672031279991421,2026Q2,8892.0,101.0,country_COL
-3,-0.01740616342865619,0.03483590514303916,2022Q1,5130.0,82.0,country_ECU
-2,0.026786868997287376,0.029632779303457323,2022Q2,5130.0,82.0,country_ECU
-1,0.05372302940822684,0.03494348192647714,2022Q3,5130.0,82.0,country_ECU
0,0.0,0.0,2022Q4,,,country_ECU
1,-0.04183772604157317,0.024529359338056306,2023Q1,5130.0,82.0,country_ECU
2,-0.007916485110345301,0.030533282866512218,2023Q2,5130.0,82.0,country_ECU
3,-0.01660988672891419,0.03818388153919429,2023Q3,5130.0,82.0,country_ECU
4,-0.05146141640453708,0.03029652086021855,2023Q4,5130.0,82.0,country_ECU
5,-0.06273033947595476,0.037127199097023854,2024Q1,5130.0,82.0,country_ECU
6,-0.029410331020651444,0.03223672544432109,2024Q2,5130.0,82.0,country_ECU
7,-0.08207413137046346,0.03261550484859891,2024Q3,5130.0,82.0,country_ECU
8,-0.09509467402316371,0.033896784699071814,2024Q4,5130.0,82.0,country_ECU
9,-0.04313277918967145,0.04024744880348757,2025Q1,5130.0,82.0,country_ECU
10,-0.04278101522216415,0.03775301503537937,2025Q2,5130.0,82.0,country_ECU
11,-0.06995976856287274,0.04349980805822297,2025Q3,5130.0,82.0,country_ECU
12,-0.09919911669654682,0.04925277793911767,2025Q4,5130.0,82.0,country_ECU
13,-0.035965444098726825,0.03715103851754341,2026Q1,5130.0,82.0,country_ECU
14,0.015775933744215095,0.020379546958683766,2026Q2,5130.0,82.0,country_ECU
-3,-0.0013930442106946425,0.01446974598387817,2022Q1,5796.0,39.0,country_MEX
-2,0.003846622369941411,0.01307795192498105,2022Q2,5796.0,39.0,country_MEX
-1,0.012725071491441527,0.01256033878059657,2022Q3,5796.0,39.0,country_MEX
0,0.0,0.0,2022Q4,,,country_MEX
1,0.00037102930320608154,0.014030863266805962,2023Q1,5796.0,39.0,country_MEX
2,0.013480138967183109,0.011842870721881948,2023Q2,5796.0,39.0,country_MEX
3,0.011569970212243489,0.015364905734721193,2023Q3,5796.0,39.0,country_MEX
4,0.020023890179781675,0.01742663761834744,2023Q4,5796.0,39.0,country_MEX
5,0.03897903311587826,0.019288217442042038,2024Q1,5796.0,39.0,country_MEX
6,0.03707163229548162,0.022772119989469427,2024Q2,5796.0,39.0,country_MEX
7,0.021528198914530897,0.02171396105062575,2024Q3,5796.0,39.0,country_MEX
8,0.03907445896305665,0.02670127243455863,2024Q4,5796.0,39.0,country_MEX
9,0.0514251302015223,0.02592136640366069,2025Q1,5796.0,39.0,country_MEX
10,0.05605277760780053,0.02659293220403724,2025Q2,5796.0,39.0,country_MEX
11,0.04912416418781123,0.025910880109784994,2025Q3,5796.0,39.0,country_MEX
12,0.05127657044280318,0.0323375546703235,2025Q4,5796.0,39.0,country_MEX
13,0.05091398335624086,0.03363941016367548,2026Q1,5796.0,39.0,country_MEX
14,0.029420514823106456,0.03427887083454588,2026Q2,5796.0,39.0,country_MEX
-3,-0.09810375510827225,0.04221439689409531,2022Q1,4860.0,69.0,country_PER
-2,-0.09947683428210466,0.034986537993781264,2022Q2,4860.0,69.0,country_PER
-1,-0.09333956434205318,0.042814413496304535,2022Q3,4860.0,69.0,country_PER
0,0.0,0.0,2022Q4,,,country_PER
1,-0.02156536072634817,0.043084664728428076,2023Q1,4860.0,69.0,country_PER
2,0.01212276051521745,0.03838415078824323,2023Q2,4860.0,69.0,country_PER
3,0.028438075599148977,0.04831736614002903,2023Q3,4860.0,69.0,country_PER
4,0.019406552911593947,0.05687003027529634,2023Q4,4860.0,69.0,country_PER
5,0.00928573462093795,0.05411751457716862,2024Q1,4860.0,69.0,country_PER
6,-0.015915293602308256,0.04253281373094223,2024Q2,4860.0,69.0,country_PER
7,0.029883676801344527,0.04920487010793994,2024Q3,4860.0,69.0,country_PER
8,0.014827467277373631,0.04290411124359618,2024Q4,4860.0,69.0,country_PER
9,-0.021802635602686672,0.05526740607724045,2025Q1,4860.0,69.0,country_PER
10,-0.0050752822846743696,0.04575914291438456,2025Q2,4860.0,69.0,country_PER
11,0.09797713290828365,0.047950218088621877,2025Q3,4860.0,69.0,country_PER
12,0.13387787933700193,0.051590731085787316,2025Q4,4860.0,69.0,country_PER
13,0.025130012288776683,0.04433701282884261,2026Q1,4860.0,69.0,country_PER
14,0.11148377874342774,0.060995253084108726,2026Q2,4860.0,69.0,country_PER
